action_name,leaf_value,effort_level,time,user_id,categories
Use a reusable coffee cup for coffee breaks at work this week,1,Low,1744204431000,3575a52f-1530-4729-bedb-c5effdf3e291,On The Job
Buy gifts from local vendors,2,Med,1744204524000,3575a52f-1530-4729-bedb-c5effdf3e291,Health and Wellness
Use your reusable water bottle every day this week,1,Low,1744282828000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1744282836000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Set up and use recycling bins in your household,1,Low,1744282846000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Rinse your plastics before recycling them this week,1,Low,1744282859000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Learn about keeping recycling workers safe,1,Low,1744282870000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Learn about America Recycles Day (November 15),1,Low,1744282876000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Use reusable shopping bags this week,1,Low,1744282899000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
A day without meat,2,Low,1744282907000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Food and Dining
Do your laundry in cold water this week,2,Low,1744282920000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Shorten your showers by 2 minutes this week,2,Low,1744282924000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Turn off the water while brushing your teeth this week,1,Low,1744282930000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Donate unwanted food at the ECO Food Pantry,1,Low,1744282939000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Food and Dining
Use the Coca-Cola reverse vending machine in the Hurricane Food Court to recycle this week,1,Low,1744282956000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Recycle your plastic bags at UM Residence Halls bins this week,1,Low,1744282971000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Recycle your single-use batteries in residence hall lobby bins,1,Low,1744282983000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Recycle your electronics at the UM Bookstore e-waste bin,3,Low,1744282988000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Donate your unwanted or old sneakers on campus,2,Low,1744282998000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Follow GreenU on Instagram,1,Low,1744283015000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Try an online Earth Day quiz,1,Low,1744283106000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Charge a device using Arboretum solar power bench this week,1,Low,1744283137000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Energy Efficiency
Switch one standard bulb to LED lights,10,Med,1744283155000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Energy Efficiency
Opt for the stairs instead of the elevator this week,1,Med,1744283166000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Energy Efficiency
Raise your A/C temperature to 74 degrees this week,2,Low,1744283173000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Close your curtains or blinds this week,2,Med,1744283183000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Energy Efficiency
Unplug your unused electronics this week,3,Low,1744283188000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Energy Efficiency
Unplug your unused electronics this week,3,Low,1744289696000,3575a52f-1530-4729-bedb-c5effdf3e291,Energy Efficiency
Pack your leftovers in reusable containers this week,1,Low,1744289708000,3575a52f-1530-4729-bedb-c5effdf3e291,Around the House
Commute by leg power - walk or bike to work or school,1,Low,1744289714000,3575a52f-1530-4729-bedb-c5effdf3e291,Transportation and Travel
Pack your leftovers in reusable containers this week,1,Low,1744453544000,3575a52f-1530-4729-bedb-c5effdf3e291,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1744453548000,3575a52f-1530-4729-bedb-c5effdf3e291,Recycling and Upcycling
Compost your food waste this week,1,Low,1744453564000,3575a52f-1530-4729-bedb-c5effdf3e291,Food and Dining
Use your reusable water bottle every day this week,1,Low,1744453594000,3575a52f-1530-4729-bedb-c5effdf3e291,Around the House
Use reusable shopping bags this week,1,Low,1744453605000,3575a52f-1530-4729-bedb-c5effdf3e291,Around the House
Wash only full loads of laundry this week,1,Low,1744453613000,3575a52f-1530-4729-bedb-c5effdf3e291,Around the House
Turn off the lights when not in use this week,1,Low,1744586288000,3575a52f-1530-4729-bedb-c5effdf3e291,Energy Efficiency
Use reusable shopping bags this week,1,Low,1744586334000,3575a52f-1530-4729-bedb-c5effdf3e291,Around the House
Follow ECO Agency on Instagram,1,Low,1744711797000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Use your OZZI container for take out this week,1,Low,1744711883000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Join the May 7th Green Baseball Game,1,Low,1746727480000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Learn about the benefits switching to an electric car,1,Low,1746727500000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Transportation and Travel
Learn the basics of zero waste at the U,1,Low,1746727528000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Subscribe to the GreenU newsletter,1,Low,1746727535000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Volunteer in the Sustainability Garden this week,4,Med,1746727553000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Rinse your plastics before recycling them this week,1,Low,1746727565000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Set up and use recycling bins in your household,1,Low,1746727571000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Learn about keeping recycling workers safe,1,Low,1746727582000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Learn about America Recycles Day (November 15),1,Low,1746727591000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Education and Advocacy
Recycle all your plastic and aluminum beverage containers this week,1,Low,1746727596000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Have a leftovers-only meal,1,Low,1746727610000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Food and Dining
Observe Meatless Monday this week,2,Low,1746727616000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Food and Dining
Learn how food waste impacts the climate,1,Low,1746727623000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Food and Dining
Opt for a beef-free burger,1,Low,1746727632000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Food and Dining
Wash only full loads of laundry this week,1,Low,1746727639000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Do your laundry in cold water this week,2,Low,1746727646000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Shorten your showers by 2 minutes this week,2,Low,1746727651000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Turn off the water while brushing your teeth this week,1,Low,1746727657000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Try lukewarm or cold showers this month,2,Low,1746727662000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Health and Wellness
Use reusable shopping bags this week,1,Low,1746727673000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Around the House
Get a composting bucket at the Lakeside Village Food Pantry,1,Low,1746727681000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Donate your unwanted appliances to Canes Resale,12,Med,1746727690000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Recycling and Upcycling
Buy a sustainable dog toy,2,Med,1746727701000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
Make the shift to a sustainable pet bowl,1,Med,1746727716000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
Make your own dog bed,2,Med,1746727720000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
Donate your old dog toys,1,Low,1746727728000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
"Skip the drive to the park, walk your dog in your neighborhood",1,Low,1746727734000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
Order some upcycled natural dog treats,1,Med,1746727739000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
Switch to biodegradable dog poop bags,1,Low,1746727749000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
Switch to shampoo bars for your dog,1,Med,1746727758000,1830b58e-7968-4161-b2aa-2bd37ecd907d,Pets
Turn off the lights when not in use this week,1,Low,1746787691000,3575a52f-1530-4729-bedb-c5effdf3e291,Energy Efficiency
Use reusable shopping bags this week,1,Low,1746787697000,3575a52f-1530-4729-bedb-c5effdf3e291,Around the House
Use wool dryer balls in your dryer this month,2,Low,1748721529000,b5e58af9-b7a0-4994-8f6c-a88238d0066f,Around the House
Celebrate Earth Day - April 22nd,1,Low,1745333215000,c8233c7e-9dec-46d5-89fc-26de953dd38c,Education and Advocacy
Celebrate Earth Day - April 22nd,1,Low,1746108902000,b18aa0bf-d13b-4764-a065-f04089ca3af6,Education and Advocacy
Pack your leftovers in reusable containers this week,1,Low,1738911866000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Around the House
Have a leftovers-only meal,1,Low,1738912656000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Food and Dining
Wash only full loads of laundry this week,1,Low,1738912678000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1738912769000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Recycling and Upcycling
Eliminate or switch to plastic-free or reusable straws,1,Low,1739252293000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Around the House
Use reusable shopping bags this week,1,Low,1739252301000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Around the House
Use your reusable water bottle every day this week,1,Low,1739252310000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Around the House
Learn about Plastic Free July,1,Low,1739252638000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Education and Advocacy
Rinse your plastics before recycling them this week,1,Low,1739252688000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Recycling and Upcycling
Turn off the lights when not in use this week,1,Low,1739252926000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Energy Efficiency
Give the gift of experience,2,Med,1739252949000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Health and Wellness
Give the gift of events,2,Med,1739252967000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Health and Wellness
Switch to reusable makeup wipes or a sustainable makeup remover,1,Low,1739253005000,794be24e-ea9b-4616-876b-61e5fbf5f9f3,Health and Wellness
Otter Odyssey: Record your Conservation Ambassador shift,1,Low,1750597706000,5a8cf922-16b9-4053-af0a-6dc9a84ed6ea,Education and Advocacy
Visit The Marine Mammal Center website,1,Low,1749902046000,5a8cf922-16b9-4053-af0a-6dc9a84ed6ea,Education and Advocacy
Save The Marine Mammal Center Rescue Hotline to your phone,1,Low,1749902118000,5a8cf922-16b9-4053-af0a-6dc9a84ed6ea,Education and Advocacy
Follow The Marine Mammal Center on social media,1,Low,1749902316000,5a8cf922-16b9-4053-af0a-6dc9a84ed6ea,Education and Advocacy
Use reusable shopping bags this week,1,Low,1742132791000,b9045c81-f852-4d29-8087-22eb78ad87e9,Around the House
Pack your lunch in reusable items this week,1,Low,1742221081000,b9045c81-f852-4d29-8087-22eb78ad87e9,On The Job
Save your AAA card to your Apple or Google Wallet,2,Low,1742221160000,b9045c81-f852-4d29-8087-22eb78ad87e9,Education and Advocacy
Use wool dryer balls in your dryer this month,2,Low,1743495292000,b9045c81-f852-4d29-8087-22eb78ad87e9,Around the House
Try an online Earth Day quiz,1,Low,1743761005000,e44b38fb-5291-443f-a7b4-af4ab33db874,Education and Advocacy
Follow GetGreen on Social Media,1,Low,1738504183000,860021b7-bf4e-4417-b73c-0940b9b85f2f,Education and Advocacy
Sign the Pledge poster during the April 28 Earth Day Extravaganza,1,Low,1745825345000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Education and Advocacy
Volunteer with Hand 2 Hunger meal making,1,Med,1745825433000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Food and Dining
Check out the school Vivarium,1,Low,1745825437000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Education and Advocacy
Unplug your unused electronics this week,3,Low,1745825643000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Energy Efficiency
Use reusable shopping bags this week,1,Low,1745825653000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1745825658000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Recycling and Upcycling
Use your reusable water bottle every day this week,1,Low,1745825663000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Around the House
Turn off the lights when not in use this week,1,Low,1745825667000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Energy Efficiency
Have a leftovers-only meal,1,Low,1745825671000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Food and Dining
Walk instead of drive for an errand,1,Low,1745825680000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Health and Wellness
Wash only full loads of laundry this week,1,Low,1745825684000,15455af3-cc0a-45cf-b8c4-f8d301e46c1e,Around the House
Wash only full loads of laundry this week,1,Low,1749032503000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Set up and use recycling bins in your household,1,Low,1749032556000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Rinse your plastics before recycling them this week,1,Low,1749032596000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Recycling and Upcycling
Recycle all your plastic and aluminum beverage containers this week,1,Low,1749032648000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Recycling and Upcycling
Use reusable shopping bags this week,1,Low,1749032664000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Use your reusable water bottle every day this week,1,Low,1749032718000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Have a leftovers-only meal,1,Low,1749032752000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Food and Dining
Observe Meatless Monday this week,2,Low,1749032803000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Food and Dining
Compost your food waste this week,1,Low,1749032885000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Food and Dining
Do your laundry in cold water this week,2,Low,1749032897000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Choose plastic-free dental floss or floss picks,1,Low,1749033048000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Health and Wellness
Wash your laundry late morning or at night this week,2,Low,1749074048000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Switch to an electric lawn mower,9,Med,1749074167000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Turn off the lights when not in use this week,1,Low,1749074200000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Energy Efficiency
Go vegetarian for your burrito this week,1,Low,1749074241000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Food and Dining
Ditch plastic cotton swabs,2,Low,1749074443000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Health and Wellness
Make the shift to a sustainable pet bowl,1,Med,1749074577000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Pets
Switch to biodegradable dog poop bags,1,Low,1749074605000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Pets
Learn about switching to a heat pump,1,Low,1749585845000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Energy Efficiency
Plant a home vegetable or herb garden this year,11,Med,1749585863000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Bring your own reusable mug to the coffee shop this week,1,Low,1749586076000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Food and Dining
Use reusable shopping bags this week,1,Low,1749586126000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Around the House
Have a leftovers-only meal,1,Low,1749655039000,96e1664a-72dd-49f9-b8e9-4fe3d24c7d48,Food and Dining
Use wool dryer balls in your dryer this month,2,Low,1749670063000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Use your reusable water bottle every day this week,1,Low,1749670068000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
A day without meat,2,Low,1749670083000,9bae4b58-3684-418e-a968-1978b1b855a8,Food and Dining
Turn off the lights when not in use this week,1,Low,1749670094000,9bae4b58-3684-418e-a968-1978b1b855a8,Energy Efficiency
Switch to an electric lawn mower,9,Med,1750063129000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Turn down your heater 2 degrees this week,2,Low,1750063157000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Have a leftovers-only meal,1,Low,1750063162000,9bae4b58-3684-418e-a968-1978b1b855a8,Food and Dining
Set up and use recycling bins in your household,1,Low,1750063172000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Turn off your automatic ice maker for 1 month,1,Low,1750063220000,9bae4b58-3684-418e-a968-1978b1b855a8,Energy Efficiency
Wash only full loads of laundry this week,1,Low,1750063255000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Use A/C alternatives to cool your home for a day,2,Low,1750063285000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Rinse your plastics before recycling them this week,1,Low,1750063305000,9bae4b58-3684-418e-a968-1978b1b855a8,Recycling and Upcycling
Recycle all your plastic and aluminum beverage containers this week,1,Low,1750063342000,9bae4b58-3684-418e-a968-1978b1b855a8,Recycling and Upcycling
Learn about keeping recycling workers safe,1,Low,1750063378000,9bae4b58-3684-418e-a968-1978b1b855a8,Recycling and Upcycling
Learn about America Recycles Day (November 15),1,Low,1750063386000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Write to your future self about climate change,1,Low,1750063452000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Use your reusable water bottle every day this week,1,Low,1750063457000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Turn off the lights when not in use this week,1,Low,1750063463000,9bae4b58-3684-418e-a968-1978b1b855a8,Energy Efficiency
Learn about switching to a heat pump,1,Low,1750063472000,9bae4b58-3684-418e-a968-1978b1b855a8,Energy Efficiency
Use wool dryer balls in your dryer this month,2,Low,1750063481000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
A day without meat,2,Low,1750063487000,9bae4b58-3684-418e-a968-1978b1b855a8,Food and Dining
Register and vote,1,Low,1750063499000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Get your bike ready to ride,1,Low,1750063512000,9bae4b58-3684-418e-a968-1978b1b855a8,Transportation and Travel
Reduce disposable cleaning product containers in your house,1,Med,1750063521000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Learn about Plastic Free July,1,Low,1750063528000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Walk instead of drive for an errand,1,Low,1750063538000,9bae4b58-3684-418e-a968-1978b1b855a8,Health and Wellness
Unplug your unused electronics this week,3,Low,1750063548000,9bae4b58-3684-418e-a968-1978b1b855a8,Energy Efficiency
Raise your A/C temperature to 74 degrees this week,2,Low,1750063561000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Do your laundry in cold water this week,2,Low,1750063586000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Follow a few sustainability influencers on Instagram,1,Low,1750063602000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Install solar-powered outdoor lights,8,Med,1750221955000,9bae4b58-3684-418e-a968-1978b1b855a8,Around the House
Write to your future self about climate change,1,Low,1750222002000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Try an online Earth Day quiz,1,Low,1750222024000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Start a Green team in your community or place of worship,1,Low,1750222052000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Register and vote,1,Low,1750222163000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Learn the basics of climate change and greenhouse gas emissions,1,Low,1750222173000,9bae4b58-3684-418e-a968-1978b1b855a8,Education and Advocacy
Enjoy one meal a day without meat,1,Low,1750222193000,9bae4b58-3684-418e-a968-1978b1b855a8,Food and Dining
Use public transportation to commute to work,2,Low,1745017801000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Use your reusable water bottle every day this week,1,Low,1745017807000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Use reusable shopping bags this week,1,Low,1745017818000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Recycle all your plastic and aluminum beverage containers this week,1,Low,1745017824000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Set up and use recycling bins in your household,1,Low,1745017832000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Skip a drive to the gym and exercise from home,1,Low,1745017849000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Learn about the climate impact of driving,1,Low,1745017860000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Carpool to campus once this month,2,Med,1745017938000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Use your U-PASS around campus this week,1,Low,1745017943000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Take a trip in an electric car,2,Med,1745017975000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Take a trip in an electric car,2,Med,1745313680000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Turn off the lights when not in use this week,1,Low,1745313705000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Energy Efficiency
Walk instead of drive for an errand,1,Low,1745313716000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Walk instead of drive for an errand,1,Low,1745400313000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
A day without meat,2,Low,1745400324000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Food and Dining
Eliminate or switch to plastic-free or reusable straws,1,Low,1745400342000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Recycle your plastic bags this week,1,Low,1745400353000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Learn about Plastic Free July,1,Low,1745400370000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Use wool dryer balls in your dryer this month,2,Low,1745400387000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Use your reusable water bottle every day this week,1,Low,1745579943000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Use reusable shopping bags this week,1,Low,1745579955000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Follow UWB Sustainability on Instagram,1,Low,1745580014000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Rinse your plastics before recycling them this week,1,Low,1745580025000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Commute by leg power - walk or bike to work or school,1,Low,1745580037000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Skip a drive to the gym and exercise from home,1,Low,1745580042000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Transportation and Travel
Learn about the climate impact of driving,1,Low,1745580046000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Learn about America Recycles Day (November 15),1,Low,1745756181000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Learn about keeping recycling workers safe,1,Low,1745756212000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Turn off the lights when not in use this week,1,Low,1745756244000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Energy Efficiency
Wash only full loads of laundry this week,1,Low,1745756254000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Around the House
Unplug your unused electronics this week,3,Low,1745756272000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Energy Efficiency
Suggest a new sustainable action or product,1,Low,1745756420000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Follow a few sustainability influencers on Instagram,1,Low,1745756426000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Check out some short videos about climate change,1,Low,1745756450000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Learn the basics of climate change and greenhouse gas emissions,1,Low,1745756475000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Take in some deeper videos on climate change,1,Low,1745756534000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Education and Advocacy
Opt for a beef-free burger,1,Low,1745756652000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Food and Dining
Learn how food waste impacts the climate,1,Low,1745756678000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Food and Dining
Have a leftovers-only meal,1,Low,1745756721000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Food and Dining
Read up on the climate impact of food,1,Low,1745756731000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Food and Dining
Sell or donate your old clothing and accessories this year,2,Low,1745756747000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Sell or donate your old books this year,2,Low,1745756751000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Recycle your old electronics,3,Med,1745756758000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Switch to reusable makeup wipes or a sustainable makeup remover,1,Low,1745756775000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Opt for Earth-friendly hand & body soaps,2,Low,1745756783000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Switch to plastic-free shampoo & conditioner,1,Low,1745756789000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Opt for a plastic-free shower sponge,1,Low,1745756795000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Buy second-hand jewelry,1,Low,1745756822000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Buy second-hand clothes,1,Low,1745756827000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Buy some second-hand books,1,Low,1745756835000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Recycling and Upcycling
Switch to plastic-free deodorant,1,Low,1745756847000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Choose plastic-free toothpastes,1,Low,1745756859000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Purchase sustainable seafood,1,Med,1745756877000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Food and Dining
Learn about sustainable seafood with free guides like Seafood Watch,1,Low,1745756902000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Food and Dining
Buy gifts from local vendors,2,Med,1745756922000,7bad66e0-0b8a-415d-93fa-9e2146ed2723,Health and Wellness
Use reusable shopping bags this week,1,Low,1745823937000,a6f3d660-de80-4743-93ed-398610acba4e,Around the House
Use your reusable water bottle every day this week,1,Low,1745823948000,a6f3d660-de80-4743-93ed-398610acba4e,Around the House
Turn off the lights when not in use this week,1,Low,1745823953000,a6f3d660-de80-4743-93ed-398610acba4e,Energy Efficiency
Have a leftovers-only meal,1,Low,1745823956000,a6f3d660-de80-4743-93ed-398610acba4e,Food and Dining
Pack your leftovers in reusable containers this week,1,Low,1745823966000,a6f3d660-de80-4743-93ed-398610acba4e,Around the House
