Title,URL,Image URL,Habits,External Links (from Habits),Habit Forming Challenges,ID # (from Habit Forming Challenges),One Off Challenges,ID # (from One Off Challenges),Projects,ID # (from Projects),Partner Challenges Duluth,Partner Challenges Duluth copy,Projects copy,Partner Challenges TalkingRain copy,Partner Challenges WashU copy,Partner Challenges WashU copy,Partner Challenges WashU copy,Partner Challenges TMMC copy,Partner Challenges TMMC copy,Partner Challenges Arlington copy,Sponsors,Partner Challenges Arlington copy,Copia de Partner Challenges SB,Partner Challenges FCCPS copy,Partner Challenges WMich copy,Partner Challenges Demo copy,Partner Challenges PNWCW copy,Partner Challenges CSP copy,Partner Challenges Sunripe copy
America Recycles Day,https://www.epa.gov/recyclingstrategy/america-recycles-day,https://www.epa.gov/sites/all/themes/epa/img/epa-standard-og.jpg,,,CHEA0019,CHEA0019,,,,,,,,,,,,,,,,,,,,,,,
Earth911 recycling center search,https://earth911.com/recycling-center-search-guides/,https://earth911.com/wp-content/uploads/2021/02/AdobeStock_202453643-header.jpg,,,CHEA0019,CHEA0019,,,,,,,,,,,,,,,,,,,,,,,
How to Defrost a Turkey for Thanksgiving,https://www.cnet.com/home/kitchen-and-household/how-to-thaw-turkey-thanksgiving/,https://www.cnet.com/a/img/resize/49f192a29f418918a429f773782a0e839332e2b1/hub/2019/11/27/0986e60e-28cc-4d89-8d16-93ce30fe9421/how-to-make-thanksgiving-turkey.jpg?auto=webp&fit=crop&height=675&width=1200,,,CHFD0044,CHFD0044,,,,,,,,,,,,,,,,,,,,,,,
It’s Almost Time to Thaw Your Turkey – Here’s How to Do It Safely,https://www.cleaneatingmag.com/clean-pantry/cooking-tips/its-almost-time-to-thaw-your-turkey-heres-how-to-do-it-safely/,https://cdn.cleaneatingmag.com/wp-content/uploads/2021/11/SafelyThawTurkey_1186056097_Feature.jpg?width=1200,,,CHFD0044,CHFD0044,,,,,,,,,,,,,,,,,,,,,,,
"23 Thanksgiving Recipes So Good, No One Will Know They’re Actually Healthy",https://theeverygirl.com/plant-based-recipes-thanksgiving/,https://media.theeverygirl.com/wp-content/uploads/2021/11/healthy-thanksgiving-recipes-4.jpg,,,CHFD0045,CHFD0045,,,,,,,,,,,,,,,,,,,,,,,
40 Thanksgiving Recipes,https://www.loveandlemons.com/vegan-thanksgiving-recipes/,https://cdn.loveandlemons.com/wp-content/uploads/2020/11/vegan-thanksgiving-1.jpg,,,CHFD0045,CHFD0045,,,,,,,,,,,,,,,,,,,,,,,
Our Neighbors Wildlife Art Show Event Information,https://www.facebook.com/events/1158101875071605/?acontext=%7B%22ref%22%3A%2252%22%2C%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22share_link%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22share_link%5C%22%2C%5C%22extra_data%5C%22%3A%7B%5C%22invite_link_id%5C%22%3A694908885098686%7D%7D]%22%7D,https://scontent-dfw5-2.xx.fbcdn.net/v/t39.30808-6/315224264_5940285542657402_7325595214064928320_n.jpg?stp=c28.0.206.206a_cp6_dst-jpg_p206x206&_nc_cat=106&ccb=1-7&_nc_sid=b386c4&_nc_ohc=jB_FpWt3hbAAX_RlPPE&_nc_oc=AQmWW6kxXp0_FlftFhd06MjVqEoMqFUjYRvo2paN4xw4TSuIhho_KPthO544skwS2Ss&_nc_ht=scontent-dfw5-2.xx&oh=00_AfB8xzc4VXhaqkWpP3haUtroQvEMtLKeFzHGkru6SwGigA&oe=64819CAD,,,,,,,,,DCCEA0064,,,,,,,,,,,,,,,,,,
Rewiring America guide to IRA energy incentives,https://www.rewiringamerica.org/app/ira-calculator,https://images.ctfassets.net/v4qx5q5o44nj/4Dd9Ma1mQZMPfDeQ0XM6Mr/eb130bd51c4ccd899fae9574c5a20734/RA_iracalculator_twitter.jpg,,,"CHEA0020,CHEA0046,CHEA0049,CHTT0026","CHEA0020, CHEA0046, CHEA0049, CHTT0026",,,,,DCCEA0075,,,,,,,,,,,,,,,,,,
NRDC Consumer Guide to the Inflation Reduction Act,https://www.nrdc.org/stories/consumer-guide-inflation-reduction-act,https://www.nrdc.org/sites/default/files/styles/social_sharing_1200x630/public/media-uploads/nrdc-consumer-guide-inflation-reduction-act-516009830-2400.jpg?h=c3635fa2&itok=LKMjcXk-,,,CHEA0020,CHEA0020,,,,,,,,,,,,,,,,,,,,,,,
Travelwise guide to Trip Chaining,https://travelwise.utah.gov/strategies/trip-chaining/,https://travelwise.utah.gov/wp-content/themes/travelwise/img/default-hero-desktop.jpg,,,CHTT0027,CHTT0027,,,,,,,,,,,,,,,,,,,,,,,
Duluth snow shoveling assistance,https://duluthmn.gov/snow/snow-shoveling/information/,https://duluthmn.gov/media/7552/shoveling.jpg?rnd=132022188067230000,,,,,,,,,DCCTT0012,,,,,,,,,,,,,,,,,,
Duluth snow shoveling policies,https://duluthmn.gov/snow/snow-shoveling/information/,https://duluthmn.gov/media/7552/shoveling.jpg?rnd=132022188067230000,,,,,,,,,DCCTT0012,,,,,,,,,,,,,,,,,,
Earth911: Eco-friendly Gift Wrap,https://earth911.com/living-well-being/buy-or-diy-eco-friendly-gift-wrap/,https://earth911.com/wp-content/uploads/2018/12/pexels-lumn-697224-1.jpg,,,CHHW0014,CHHW0014,,,,,,,,,,,,,,,,,,,,,,,
12 Eco-friendly Christmas Tips,https://www.realhomes.com/advice/10-tips-for-an-eco-friendly-christmas,https://cdn.mos.cms.futurecdn.net/AuPCdFxDGf569htUrwuEA3-1200-80.jpg,,,CHEA0022,CHEA0022,,,,,,,,,,,,,,,,,,,,,,,
Sustainable Christmas Ideas: 13 Ways to Make this Yuletide Greener,https://www.positive.news/lifestyle/sustainable-christmas-ideas-how-to-make-yuletide-greener/,https://www.positive.news/wp-content/uploads/2020/12/markus-spiske-ZfwnLB94BKY-unsplash-e1637833853692.jpg,,,CHEA0022,CHEA0022,,,,,,,,,,,,,,,,,,,,,,,
Earth911: Making the Holidays More Sustainable,https://earth911.com/living-well-being/make-holidays-more-sustainable/,https://earth911.com/wp-content/uploads/2022/11/AdobeStock_452363935-1.jpeg,,,CHEA0022,CHEA0022,,,,,,,,,,,,,,,,,,,,,,,
Produce by the season,https://www.seasonalfoodguide.org/,https://www.seasonalfoodguide.org/img/southeast-summer-1920x550.d2a6b214.jpg,,,CHFD0041,CHFD0041,,,,,,,,,,,,,,,,,,,,,,,
Sierra Club Event - Celebrating our path to 100% Clean Energy in the Northland!,"https://act.sierraclub.org/events/details?formcampaignid=7013q000002NYn8AAG&mapLinkHref=https://maps.google.com/maps&daddr=Celebrating%20our%20path%20to%20100%25%20Clean%20Energy%20in%20the%20Northland!@46.789302,-92.094528",https://www.sierraclub.org/sites/default/files/2023-09/header-fall-2023.jpg,,,,,,,,,DCCEA0066,,,,,,,,,,,,,,,,,,
Earth911 guide to plastic bag recycling,https://earth911.com/recycling-guide/how-to-recycle-plastic-bags/,https://earth911.com/wp-content/uploads/2021/03/Recycle-PlasticBag-Header.jpg,,,CHRU0024,CHRU0024,,,,,,,,,,,,,,,,,,,,,,,
Mind Body Green guide to recycling plastic bags,https://www.mindbodygreen.com/articles/how-to-recycle-plastic-bags,"https://mindbodygreen-res.cloudinary.com/image/upload/c_fill,w_2000,h_1200,g_auto,fl_lossy,f_jpg/org/70fbddyq7l2anzcxh.jpg",,,CHRU0024,CHRU0024,,,,,,,,,,,,,,,,,,,,,,,
Whole Foods Store tour and grain bowl demo - Denfield,https://wholefoods.coop/event/store-tour-and-grain-bowl-demo-denfeld/,https://wholefoods.coop/cms/wp-content/uploads/2022/12/Veganuary2023-Store-Tours.jpg,,,,,,,,,DCCEA0067,,,,,,,,,,,,,,,,,,
Zero waste living with April Hepokoski,https://wholefoods.coop/event/connect-back-to-nature-with-zero-waste-instructor-april-hepokoski/,https://wholefoods.coop/cms/wp-content/uploads/2022/10/Zero-Waste-WEB.jpg,,,,,,,,,DCCEA0068,,,,,,,,,,,,,,,,,,
Cold Front West Side Group Ride Feb 4th,https://www.eventbrite.com/e/cold-front-west-side-group-ride-warming-breakpresentation-at-ecolibrium3-tickets-519760476577?aff=odcleoeventsincollection,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F431497419%2F231439463543%2F1%2Foriginal.20230124-215336?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C29%2C1640%2C820&s=a61cd5f23112ead3ee64ae90f231a2a0,,,,,,,,,DCCEA0070,,,,,,,,,,,,,,,,,,
Members Cooperative Credit Union,https://www.membersccu.org/,https://images.emeraldtechnology.net/images/logo_MCCU.jpg,,,,,,,PROJ0007,PROJ0007,,,,,,,,,,,,,,,,,,,
Duluth for Clean Water Event ,https://www.facebook.com/events/507418611508293?ref=newsfeed,https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/325586104_1154682095239544_1008231160564620661_n.jpg?stp=c53.0.206.206a_dst-jpg_p206x206&_nc_cat=105&ccb=1-7&_nc_sid=b386c4&_nc_ohc=EGH8ya8kmewAX9cC_pY&_nc_ht=scontent-dfw5-1.xx&oh=00_AfCW5WNTvrI0sIYXhz5VCWehyiiSwhPTycqMjWZVYcYqdw&oe=6481BADD,,,,,,,,,DCCEA0071,,,,,,,,,,,,,,,,,,
Donate to the Duluth Micromobility Hub LNPK,https://www.ecolibrium3.org/duluth-micromobility-hub-lnpk/,https://i0.wp.com/www.ecolibrium3.org/wp-content/uploads/2022/11/MMH-Photo-scaled-e1668441702146.jpg?fit=2560%2C1312&ssl=1,,,,,,,,,DCCEA0072,,,,,,,,,,,,,,,,,,
UMD Reusable Container Program,https://dining-services.d.umn.edu/sustainability/reusable-container-program,"https://lh4.googleusercontent.com/0r7CX_11o5GFR-tEuCHB0HVlXDOUAX4xlnVrMKjPS6p3EWMkHCFOrXLbCFJB3hbwB6CFAobGFregYz0WtEfzH534IFURUqvJP0TdKYXRaVGVki5VuUrU7BitpoDR4lsf-wMviZ8q,https://lh4.googleusercontent.com/dv2UR3lpEZ-LYEw0WhgTyJjt3UXcyZH6nO8GRBKjoDtSbC-L6Vg0kTIE51DdHNRgCrQZYjkew4SXvG9IkOxUM1ANWfIHePkihS8M0U8V7Vmn-1L6vgSRCp4SLV-iJJMeEO05WZHv",,,,,,,,,DCCFD0017,,,,,,,,,,,,,,,,,,
University of Minnesota Duluth sustainable dining practices,"https://dining-services.d.umn.edu/sustainability/sustainability-practices
",https://www.d.umn.edu/base/home_page_prod/current/public/assets/images/rework_images/MHumdD2D-blk-mar.png,,,,,,,,,DCCRU0001,,,,,,,,,,,,,,,,,,
Katie Couric guide to healthy Super Bowl snacks,https://katiecouric.com/lifestyle/recipes/healthy-easy-super-bowl-snacks-appetizers-recipes/,https://katiecouric.com/wp-content/uploads/2022/02/superbowl-snack-recipes.png,,,"CHFD0046,CHFD0040","CHFD0046, CHFD0040",,,,,,,,,,,,,,,,,,,,,,,
NY Times vegetarian Super Bowl recipes,https://cooking.nytimes.com/68861692-nyt-cooking/936927-vegetarian-super-bowl-recipes,https://static01.nyt.com/images/2020/01/28/dining/guacamole/guacamole-articleLarge.jpg,,,"CHFD0046,CHFD0040","CHFD0046, CHFD0040",,,,,,,,,,,,,,,,,,,,,,,
Amazing Super Bowl Vegetarian Recipes from Good Housekeeping,https://www.goodhousekeeping.com/food-recipes/g25727072/vegetarian-super-bowl-recipes/,"https://hips.hearstapps.com/hmg-prod/images/vegetarian-super-bowl-recipes-1578436069.jpg?crop=1.00xw:0.335xh;0,0.391xh&resize=1200:*",,,"CHFD0046,CHFD0040","CHFD0046, CHFD0040",,,,,,,,,,,,,,,,,,,,,,,
Super Dining menus and locations,https://dining-services.d.umn.edu/locations-and-menus/superior-dining,https://news.d.umn.edu/sites/news.d.umn.edu/files/styles/folwell_full/public/2023-09/web20221026_campus_autumn_exteriors_am_002_8686_cropped.jpg?itok=pcB3r9-B,,,,,,,,,DCCFD0019,,,,,,,,,,,,,,,,,,
UMD students public transportation,https://tps.d.umn.edu/sustainable-transportation/bus/duluth-transit-authority-dta,https://i.ytimg.com/vi/Ct6x2ySJMwg/maxresdefault.jpg,,,,,,,,,DCCTT0013,,,,,,,,,,,,,,,,,,
UMD reusable mug program,https://dining-services.d.umn.edu/sustainability/reusable-mug-program,https://dining-services.d.umn.edu/sites/dining-services.d.umn.edu/files/2022-08/website_hero.png,,,,,,,,,DCCFD0018,,,,,,,,,,,,,,,,,,
The Case for Electric Bicycles,https://www.greenamerica.org/green-living/case-electric-bicycles,https://www.greenamerica.org/sites/default/files/styles/large/public/2017-06/natasza-remesz-15286.jpg?itok=5VmUpLuz,,,CHEA0023,CHEA0023,,,,,,,,,,,,,,,,,,,,,,,
E-bikes are good for the environment and for you too,https://www.sustainability-times.com/low-carbon-energy/e-bikes-are-good-for-the-environment-and-good-for-you-too/,https://www.sustainability-times.com/wp-content/uploads/2021/06/bicycle-6085610_1280.jpg,,,CHEA0023,CHEA0023,,,,,,,,,,,,,,,,,,,,,,,
13 Awesome Environmental Benefits of Riding an Electric Bike,https://www.conserve-energy-future.com/environmental-benefits-electric-bike.php,https://www.conserve-energy-future.com/wp-content/uploads/2021/01/electric-ebike.jpg,,,CHEA0023,CHEA0023,,,,,,,,,,,,,,,,,,,,,,,
13 Tips for your First Bike Commute,https://www.active.com/cycling/articles/13-tips-for-your-first-bike-commute,https://content.active.com/Assets/Active.com+Content+Site+Digital+Assets/Cycling/Articles/13+Tips/GuyOnBike-YellowTires_front.jpg,,,CHEA0025,CHEA0025,,,,,,,,,,,,,,,,,,,,,,,
Bike Commuting Tips for Beginners,https://www.liv-cycling.com/global/campaigns/bike-commuting-tips-for-beginners/26128,https://www.liv-cycling.com?width=800&height=600&quality=90&mode=crop,,,CHEA0025,CHEA0025,,,,,,,,,,,,,,,,,,,,,,,
Everything You Need to Know About Cycling to Work,https://www.bicycling.com/news/a20031666/14-commuter-pros-share-their-secrets/,"https://hips.hearstapps.com/hmg-prod/images/specialized-turbo-john-ham-0338-1-trevor-raabjpg-645a8f4544a05.jpg?crop=1.00xw:0.334xh;0,0.437xh&resize=1200:*",,,CHEA0025,CHEA0025,,,,,,,,,,,,,,,,,,,,,,,
10 tips to make biking to work a breeze,https://www.bikeradar.com/advice/fitness-and-training/cycling-to-work-guide/,"https://images.immediate.co.uk/production/volatile/sites/21/2022/08/Cycle-to-Work-Day-20224-7845eab.jpg?quality=45&resize=620,413",,,CHEA0025,CHEA0025,,,,,,,,,,,,,,,,,,,,,,,
Energy Vampire Calculator,https://www.duke-energy.com/energy-education/energy-savings-and-efficiency/energy-vampires/calculator,https://www.duke-energy.com/_/media/images/share/de-logo-share.png?la=en&amp;rev=4837794541f6481788d73078107555ce,,,CHEA0026,CHEA0026,,,,,,,,,,,,,,,,,,,,,,,
Energy Vampires: Which Electronics are the Worst?,https://justenergy.com/blog/energy-vampires-which-electronics-are-the-worst/,https://assets.justenergy.com/wp-content/uploads/2022/08/energy-vampires-devices-on-desk.jpg,,,CHEA0026,CHEA0026,,,,,,,,,,,,,,,,,,,,,,,
Vampires Appliances: The Electronics Sucking your Wallet Dry,https://www.theguardian.com/money/2022/mar/23/vampire-appliances-the-electronics-sucking-your-wallet-dry,https://i.guim.co.uk/img/media/6262d1d4f3e34ae340ee49b842ad7f10ead238db/0_119_6000_3600/master/6000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=b5c3d4505805a0c161008aea22b917bf,,,CHEA0026,CHEA0026,,,,,,,,,,,,,,,,,,,,,,,
Carlton SWCD Native Plant Sale,https://carltonswcd.org/native-plant-sale,https://img1.wsimg.com/isteam/ip/70582b3c-4357-4557-949b-a936c14d0dfc/Tamarack%20River.jpg,,,,,,,,,DCCHH0017,,,,,,,,,,,,,,,,,,
REI Pre-Ride Inspection Checklist,https://www.rei.com/learn/expert-advice/pre-ride-inspection.html,https://www.rei.com/dam/content_022717_0222_bike_basics_inspection_lg.jpg?t=ea16by9l,,,CHTT0030,CHTT0030,,,,,,,,,,,,,,,,,,,,,,,
Ecolibrium3 Earth Week 2023,https://www.ecolibrium3.org/earthweek/?eType=EmailBlastContent&eId=74f089f8-5f50-401d-8876-e11137770685,https://www.ecolibrium3.org/wp-content/uploads/2022/03/cropped-Recycling-Bag-Earth-Week-Event-Cover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How To Make Friends With The Freezer To Reduce Daily Food Waste
",https://thechalkboardmag.com/reduce-daily-food-waste-freezer-tips/,https://media.thechalkboardmag.com/wp-content/uploads/2018/09/29221000/freezer-1.jpg,,,CHFD0047,CHFD0047,,,,,,,,,,,,,,,,,,,,,,,
15 things you didn’t know you could freeze,https://www.respectfood.com/article/15-things-you-didnt-know-you-could-freeze/,https://www.respectfood.com/wp-content/uploads/sites/2/2018/03/iStock-174072218-199x300.jpg,,,CHFD0047,CHFD0047,,,,,,,,,,,,,,,,,,,,,,,
USDA: Freezing and Food Safety,https://www.fsis.usda.gov/food-safety/safe-food-handling-and-preparation/food-safety-basics/freezing-and-food-safety,https://www.fsis.usda.govhttps://www..fsis.usda.gov/sites/default/files/2021-03/MicrosoftTeams-image.png,,,CHFD0047,CHFD0047,,,,,,,,,,,,,,,,,,,,,,,
Where Does My Drinking Water Come From?,"https://www.americanrivers.org/rivers/discover-your-river/drinking-water/#:~:text=The%20best%20way%20to%20learn,and%20how%20it%20is%20treated.",https://www.americanrivers.org/wp-content/uploads/2023/01/ReganWater-106-HighRes-1024x683.jpg,,,CHEA0027,CHEA0027,,,,,,,,,,,,,,,,,,,,,,,
Actions to Commit to Water,https://www.unwater.org/bethechange/,https://www.unwater.org/bethechange/themes/custom/take_action/share-image.png,,,CHEA0028,CHEA0028,,,,,,,,,,,,,,,,,,,,,,,
World Water Day,https://www.worldwaterday.org/,https://www.worldwaterday.org/themes/custom/waterday/share-image.png,,,CHEA0028,CHEA0028,,,,,,,,,,,,,,,,,,,,,,,
Coffee and Climate March 25th event information,https://ecolibrium3.salsalabs.org/coffeeclimateaction/index.html,https://ecolibrium3.salsalabs.org/3faec673-14c7-48c1-8b4b-b4ea8aee9885/a3b8ded6-97ad-4521-a931-f00da1adbc98.jpg,,,,,,,,,DCCEA0073,,,,,,,,,,,,,,,,,,
GetGreen Starting Biker Contest March 2023,https://www.getgreen.eco/march-23-giveaway.html,https://images.emeraldtechnology.net/images/GetGreen_META_OG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota guide to IRA federal rebates,https://mn.gov/commerce/energy/consumer/energy-programs/home-energy-rebates.jsp,https://i.ytimg.com/vi/Ky4a_xWzfVQ/maxresdefault.jpg,,,,,,,,,DCCEA0075,,,,,,,,,,,,,,,,,,
"CERT guide to IRA, rebates and credits",https://www.cleanenergyresourceteams.org/inflation-reduction-act-what-you-need-know,https://www.cleanenergyresourceteams.org/sites/default/files/images/IRA.png,,,CHEA0047,CHEA0047,,,,,DCCEA0075,,,,,,,,,,,,,,,,,,
Litterless guide to zero waste grocery shopping,https://www.litterless.com/wheretoshop,http://static1.squarespace.com/static/55cfcd4ae4b0c17da812b28a/t/5f835461f8608f513c82338a/1602442365445/IMG_7428+%281%29.jpg?format=1500w,,,CHFD0048,CHFD0048,,,,,,,,,,,,,,,,,,,,,,,
Eco3 Earth Week Kick-off Stream,"https://www.facebook.com/events/3562787317291625/
",https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-6/342028707_3373423446306975_5520347509041128906_n.jpg?stp=c94.0.206.206a_dst-jpg_p206x206&_nc_cat=101&ccb=1-7&_nc_sid=b386c4&_nc_ohc=J2ndLmJrRooAX9gQlZH&_nc_ht=scontent-dfw5-1.xx&oh=00_AfC6Aq8BKiwUhXATHUQJa3mP04FikQe9cxA75RQtaO3oew&oe=6481A8ED,,,,,,,,,DCCEA0076,,,,,,,,,,,,,,,,,,
Farm Open House Directions,https://www.ecolibrium3.org/earthweek/ ,https://www.ecolibrium3.org/wp-content/uploads/2022/03/cropped-Recycling-Bag-Earth-Week-Event-Cover.png,,,,,,,,,DCCEA0077,,,,,,,,,,,,,,,,,,
Let's Talk (about) Trash Event Details,https://duluthmn.gov/love-your-block/love-your-block-learning/,https://duluthmn.gov/media/13155/love-your-block-duluth-logo.jpg?width=272&height=183&mode=max,,,,,,,,,DCCEA0078,,,,,,,,,,,,,,,,,,
Sustainability Business Breakfast Details,https://ecolibrium3.salsalabs.org/SustainabilityBusinessBreakfastEarthWeek2023/index.html,https://i.ytimg.com/vi/hs3rqrl3pX8/sddefault.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street of the Future: Public Design Session Details,https://ecolibrium3.salsalabs.org/streetofthefuturesignup/index.html,https://ecolibrium3.salsalabs.org/884e3afd-4dba-4572-80ab-f408465a6bf2/a0347011-2848-4800-a7fd-a512d46e9228.jpg,,,,,,,,,DCCEA0080,,,,,,,,,,,,,,,,,,
LNPK Spring Clean Up Details,https://ecolibrium3.salsalabs.org/lnpkspringcleanup2023/index.html,https://i.ytimg.com/vi/hs3rqrl3pX8/sddefault.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
EcoFest Details and Earth Week Schedule,https://www.ecolibrium3.org/earthweek/,https://www.ecolibrium3.org/wp-content/uploads/2022/03/cropped-Recycling-Bag-Earth-Week-Event-Cover.png,,,,,,,,,"DCCEA0082,DCCEA0074,DCCEA0078,DCCEA0076,DCCEA0077,DCCEA0079,DCCEA0080,DCCEA0081",,,,,,,,,,,,,,,,,,
Earth 911: Plastic-Free Basket Grass,https://earth911.com/diy/plastic-free-easter-basket-grass-ideas/,https://earth911.com/wp-content/uploads/2015/04/falling-335295_1920.jpg,,,CHHH0046,CHHH0046,,,,,,,,,,,,,,,,,,,,,,,
King County Earth Day Opportunities 2023,https://kingcounty.gov/en/dept/dnrp/nature-recreation/environment-ecology-conservation/volunteering-environmental-stewardship/earth-day,"https://cdn.kingcounty.gov/-/media/king-county/depts/dnrp/nature-recreation/environment-ecology-conservation/volunteering-stewardship/earth-day/earth-day-2023-love-protect-restore-wide.png?rev=f2aa1414c7004a02b268b79e5c974215&h=331&w=770&la=en&hash=C8702226E8148B335D50735A0BAFA666,https://cdn.kingcounty.gov/-/media/king-county/depts/dnrp/nature-recreation/environment-ecology-conservation/volunteering-stewardship/earth-day/tree-planting.png?h=394&w=262&rev=dfd07259440b4004962f3cb112b1e58c&hash=878B731B692E48DD5AAF1FB33553991A,https://cdn.kingcounty.gov/-/media/king-county/depts/dnrp/nature-recreation/environment-ecology-conservation/volunteering-stewardship/earth-day/garden-compost.png?h=380&w=262&rev=82cb792fd68b4fa7af569dbc84921bc1&hash=6A8016FF95C1D1874AF56F74A281849C",,,CHEA0029,CHEA0029,,,,,,,,,,,,,,,,,,,,,,,
King County Parks Volunteer Page,https://kingcounty.gov/en/dept/dnrp/nature-recreation/parks-recreation/king-county-parks/get-involved/volunteer,https://cdn.kingcounty.gov/-/media/king-county/depts/dnrp/nature-recreation/parks-recreation/get-involved/volunteer.png?rev=e2437920448f41728ccfe8efe4de5033&la=en&h=350&w=900&hash=287D977181C53C4B1E03FBFF0BDD5F6F,,,CHEA0029,CHEA0029,,,,,,,,,,,,,,,,,,,,,,,
Earth Day 2023,https://www.earthday.org/earth-day-2023/,https://www.earthday.org/wp-content/uploads/2023/04/pexels-pixabay-87651-1024x1024.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volunteer Match,https://www.volunteermatch.org/,"https://res.cloudinary.com/dktp1ybbx/image/upload/c_scale,f_auto,h_260,q_auto:low,w_260/v1569625127/Homepage/homepage_Business_Solutions.jpg",,,CHEA0030,CHEA0030,,,,,,,,,,,,,,,,,,,,,,,
"Earth Day, Arboretum Foundation",https://arboretumfoundation.org/events/earth-day/,https://arboretumfoundation.org/wp-content/uploads/2020/07/AF_logo_250x120green.png,,,CHEA0029,CHEA0029,,,,,,,,,,,,,,,,,,,,,,,
Seattle Earth Day Volunteer Events,https://www.volunteermatch.org/search/?l=Seattle%2C+WA%2C+USA&v=true&k=Earth+Day,https://info.volunteermatch.org/hubfs/Collections-%20Group%20-%20Sidebar-png.png,,,CHEA0029,CHEA0029,,,,,,,,,,,,,,,,,,,,,,,
Earth Week Promos and Giveaways in Duluth,https://www.ecolibrium3.org/getgreen-duluth-earth-week-promotions/,https://www.ecolibrium3.org/wp-content/uploads/2023/04/cropped-Untitled-design.png,,,,,,,,,"DCCEA0076,DCCEA0077,DCCEA0078,DCCEA0080,DCCEA0082",,,,,,,,,,,,,,,,,,
UW Sustainability Action Plan,https://sustainability.uw.edu/sustainability-plan,https://sustainability.uw.edu/files/plan/uw-sustainability-action-plan-banner-fb-1200x628.jpg,,,,,,,"PROJ0011,PROJ0062,PROJ0063,PROJ0064,PROJ0065,PROJ0067,PROJ0090,PROJ0091","PROJ0011, PROJ0062, PROJ0063, PROJ0064, PROJ0065, PROJ0067, PROJ0090, PROJ0091",,,,,,,,,,,,,,,,,,,
GetGreen on Instagram,https://www.instagram.com/getgreenapp/?hl=en,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/290906903_182828837452467_514211080550264286_n.jpg?stp=dst-jpg_s100x100&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xvDp5Tly8HEAX8XyjeV&_nc_ht=scontent-dfw5-2.cdninstagram.com&oh=00_AfBqQnxiqWiZFXGvwCbZRTZqpUdtGLxtwq2pWjlOyNaH2Q&oe=64A4BCE7,,,"CHEA0031,COFD0001","CHEA0031, COFD0001",,,,,,,,,,,,,,,,,,,,,,,
GetGreen on LinkedIn,https://www.linkedin.com/company/emeraldtechnologygroup/posts/?feedView=all&viewAsMember=true,https://static.licdn.com/scds/common/u/images/logos/favicons/v1/favicon.ico,,,CHEA0031,CHEA0031,,,,,,,,,,,,,,,,,,,,,,,
GetGreen on Twitter,https://twitter.com/getgreenapp,https://pbs.twimg.com/profile_images/1505026768805134336/Ez5qy0xQ_normal.jpg,,,CHEA0031,CHEA0031,,,,,,,,,,,,,,,,,,,,,,,
Pollinator-Friendly Plants by Region,https://xerces.org/pollinator-conservation/pollinator-friendly-plant-lists,https://xerces.org/sites/default/files/2018-06/poll-plant-lists-baller.jpg,,,CHHH0047,CHHH0047,,,,,,,,,,,,,,,,,,,,,,,
Ecoregional Planting Guides,https://www.pollinator.org/guides,https://www.pollinator.org/pollinator.org/assets/globals/_1200x630_crop_center-center_82_none/p2-default-og-image.png,,,CHHH0047,CHHH0047,,,,,,,,,,,,,,,,,,,,,,,
GetGreen for Enterprises,https://www.getgreen.eco,https://images.emeraldtechnology.net/images/GetGreen_META_OG.png,,,CHAW0008,CHAW0008,,,,,,,,,,,,,,,,,,,,,,,
SEC Climate and Sustainability Reporting Proposal,https://www.sec.gov/news/press-release/2022-46,https://assets-global.website-files.com/63da85bd0e39561929afa031/64485772dd145f9350bd0cc0_PRSF_blog_header_SEC_Proposal%20(1).png,,,CHAW0008,CHAW0008,,,,,,,,,,,,,,,,,,,,,,,
How to Spot Greenwashing,https://earth911.com/business-policy/how-to-spot-greenwashing/,https://earth911.com/wp-content/uploads/2020/12/AdobeStock_103618060-1.jpeg,,,CHEA0032,CHEA0032,,,,,,,,,,,,,,,,,,,,,,,
Greenwashing: Untruth in Advertisting,https://earth911.com/business-policy/greenwashing-untruth-in-advertising/,https://earth911.com/wp-content/uploads/2021/01/AdobeStock_398212079.jpeg,,,CHEA0032,CHEA0032,,,,,,,,,,,,,,,,,,,,,,,
