Title,URL,Habit Forming Challenges
Composting Council Workplace Composting,https://www.compostingcouncil.org/page/WorkplaceComposting,CHAW0015
Earth911 Workplace Composting,https://earth911.com/business-policy/work-composting-program/,CHAW0015
Toms of Maine how to start composting at work,"https://www.tomsofmaine.com/good-matters/thinking-sustainably/how-to-start-composting-at-work-or-school#:~:text=First%20start%20your%20compost%20program,if%20the%20bin%20is%20outside).",CHAW0015
Earth Month Clothing Swap,https://calendar.cascadia.edu/index.php?eID=3726,CHRU0035
Treehugger guide to hosting a clothing swap,https://www.treehugger.com/steps-hosting-successful-clothing-swap-4856465,CHRU0035
Halloween Costume Swaps,https://www.greenchildmagazine.com/costume-swap-day/,CHRU0036
Sustainability goes spooky - campus halloween costume swap,https://www.uscannenbergmedia.com/2023/10/11/sustainability-goes-spooky-halloween-costume-swap-at-usc/,CHRU0036
UW Campus Sustainability Map,https://sustainability.uw.edu/maps/sustainability,CHEA0035
Too Good To Go App,https://www.toogoodtogo.com/en-us,CHFD0054
UN Overview of COP28,https://news.un.org/en/story/2023/11/1144042,CHEA0036
World Resources Institute Guide to COP28,https://www.wri.org/un-climate-change-conference-resource-hub/articles,CHEA0036
Bloomberg Green at COP28,https://events.bloomberglive.com/bloomberg-green-at-cop28/home,CHEA0036
COP28 Official Site,https://www.cop28.com/,CHEA0036
Treehugger guide to living Christmas trees,https://www.treehugger.com/how-care-living-christmas-tree-4858504,CHHH0054
Tips for choosing and caring for a living Christmas tree,https://www.growingagreenerworld.com/live-christmas-trees/,CHHH0054
Rent a Christmas Tree,https://rentxmastree.com/,CHHH0054
Better Homes and Gardens - Rent a Christmas tree,https://www.bhg.com/christmas/trees/rent-a-christmas-tree/,CHHH0054
Quick guide to in season winter produce,https://www.forksoverknives.com/how-tos/winter-produce-guide-in-season-fruits-vegetables/,CHFD0041
KCRW Anti-Dread Climate Podcast,https://www.kcrw.com/culture/shows/the-anti-dread-climate-podcast,CHEA0001
Climate Papa Podcast,https://www.climatepapa.com/,CHEA0001
Spotme guide to sustainable events,https://spotme.com/blog/sustainable-events/,CHAW0017
10 green event ideas,https://www.cvent.com/uk/blog/events/10-green-event-ideas-can-make-huge-difference,CHAW0017
Leaf Score sustainable chocolate brands,https://www.leafscore.com/grocery/best-sustainable-chocolate-brands/,CHFD0052
Famous Black Environmentalists,https://urbangreenlab.org/black-environmentalists/,CHEA0037
The Father of environmental justice relfects,https://www.scientificamerican.com/video/the-father-of-environmental-justice-reflects-on-the-movement-he-started/,CHEA0037
11 Black climate activists,https://ecologycenter.org/blog/11-black-climate-activists-you-should-know-and-support/,CHEA0037
Sierra Club Black environmental activists,https://www.sierraclub.org/minnesota/blog/2015/03/6-black-environmental-activists-who-changed-history,CHEA0037
Black environmental leaders,https://www.blackenvironmentalleaders.org/,CHEA0037
Black environmentalists to know about,https://dogwoodalliance.org/2022/02/10-black-environmentalists-to-know-about-in-2022/,CHEA0037
Golf carts and the environment,https://golfcart.fun/blog/golf-cart-rentals/golf-carts-and-the-environment-how-electric-carts-are-making-a-difference/,CHTT0032
Pros and cons of electric golf carts,https://www.deverinc.com/blog/the-pros-and-cons-of-electric-golf-carts--58026,CHTT0032
Environmental Defense Fund Women making environmental history,https://www.edf.org/women-making-history,CHEA0038
10 Woman environmentalists you should know about,https://greenpop.org/10-woman-environmentalists-you-should-know-about/,CHEA0038
16 Women Environmental Leaders,https://www.amightygirl.com/blog?p=11863,CHEA0038
Celebrating women environmentalists,https://www.plaineproducts.com/celebrating-women-environmentalists-on-international-womens-day/,CHEA0038
Disposable coffee cups impact on the environment,"https://www.theguardian.com/environment/2024/jan/22/disposable-coffee-cups-environmental-impact#:~:text=According%20to%20one%20study%2C%20a,emits%20about%20110g%20of%20CO2.",CHAW0001
NCAA Final Four Sustainability,https://phoenixfinalfour.com/green/,CHEA0039
Carbon Footprint of March Madness,https://today.tamu.edu/2023/03/15/whats-the-carbon-footprint-of-march-madness/,CHEA0039
Carbon Neutral March Madness,https://www.indystar.com/story/news/environment/2021/03/25/ncaa-tournament-carbon-neutral-event-indianapolis-year/4802509001/,CHEA0039
Eco Friendly Basketball Gear,https://alleyooparts.com/blogs/beyond-the-buzzer-exploring-the-world-of-basketball/eco-friendly-basketball-gear-changing-the-game-sustainably,CHEA0039
Clean your mini split heat pump,https://theheatpumpstore.com/clean-your-mini-split-system/,CHEE0019
UW Sustainability Events,https://sustainability.uw.edu/events,CHEA0040
Earth Day 2025,https://www.earthday.org/earth-day-2025/,CHEA0009
Earth Day Volunteering,https://www.earthday.org/actions/volunteer/,CHEA0030
Puget Sound Energy Renewable Natural Gas Program,https://www.pse.com/en/green-options/Renewable-Energy-Programs/Renewable-Natural-Gas-Residential,CHEE0020
PSE Events,https://www.pse.com/pages/pse-events,CHEA0041
PSE Renewable Energy Programs,https://www.pse.com/en/green-options/Renewable-Energy-Programs/renewables-home,CHEA0041
King County Community Van,https://kingcounty.gov/en/dept/metro/travel-options/community-van,CHTT0033
Calculate your extended water footprint,https://www.waterfootprint.org/resources/interactive-tools/extended-water-footprint-calculator/,CHEA0042
Local Community Supported Fisheries,https://localcatch.org/,CHFD0058
Seafood Watch,https://www.SeafoodWatch.org,"CHFD0057,CHFD0056,CHEA0044"
Marine Mammal Center Sustainable Seafood Card,https://www.marinemammalcenter.org/storage/app/media/Misc/PDF/sustainable-seafood-cta-card.pdf,"CHFD0056,CHFD0057"
Rising Sun Free Bay Area Home Energy Audits,https://risingsun.tfaforms.net/3,CHEE0021
Rising Sun Center for Opportunity,https://risingsunopp.org/programs/ghc/,CHEE0021
BayREN Website,https://www.bayren.org/home-rebates,CHEE0022
BayREN Advisor Meetings,https://www.bayren.org/single-family-homeowners/contact-home-energy-advisor,CHEE0023
Restaurants reusable service ware,https://foodprint.org/blog/reusable-serviceware/,CHAW0018
Read Brightly Earth Friendly Reads for Kids,https://www.readbrightly.com/books-better-planet-9-earth-friendly-reads-kids/,CHEA0045
Earth.org books for kids,https://earth.org/environmental-books-for-kids/,"CHEA0045,CHEA0008"
The Lorax,https://yale.learningu.org/download/91736886-e31e-47c0-8a3b-f1c1843a6f7c/H3146_The%20Lorax_Storybook.pdf,CHEA0045
Southern Living Guide to Rain Barrels,https://www.southernliving.com/rain-water-barrel-7546574,CHEE0024
"Lowe's - Buying, Installing and Using a Rain Barrel",https://www.lowes.com/n/how-to/buying-installing-and-using-a-rain-barrel,CHEE0024
Lawn Love - How to Install a Rain Barrel,https://lawnlove.com/blog/how-to-install-a-rain-barrel/,CHEE0024
Furniture Repair Bank,https://www.repairbank.org/,"CHRU0039,CHRU0038"
Rheaply,https://rheaply.com/,CHRU0039
EcoWatch,https://www.ecowatch.com/lawns-environment-sustainable-landscaping-2052211381.html,CHHH0055
Habitat for Humanity ReStores,https://www.habitat.org/restores,CHRU0038
8 things to donate when renovating,https://www.habitat.org/stories/8-things-to-donate-when-renovating,CHRU0038
Energy Star guide to products,https://www.energystar.gov/products,CHEA0046
Rewiring America incentive calculator,https://homes.rewiringamerica.org/calculator,"CHEA0047,CHEA0014"
Energy Star rebate finder,https://www.energystar.gov/rebate-finder,CHEA0047
Should you use your cars AC or roll down the windows,"https://thepublicsradio.org/episode/should-you-use-your-cars-ac-or-roll-down-the-windows/#:~:text=Turning%20on%20the%20air%20conditioning,should%20turn%20on%20the%20AC.",CHTT0022
US Department of Energy - Information about Energy Burdens,https://www.energy.gov/sites/default/files/2022-10/16.%20How%20high%20are%20household%20energy%20burdens_ds_0.pdf,CHEA0048
Energy Equity in Arlington,https://storymaps.arcgis.com/stories/0aad9016f2e747aca7ca1b2379910864,CHEA0048
Learn about Options for Energy Assistance in Virginia,https://www.dss.virginia.gov/benefit/ea/,CHEA0048
Low Income Home Energy Assistance Program (LIHEAP),https://www.benefits.gov/benefit/623,CHEA0048
EcoAction Arlington Events,https://www.ecoactionarlington.org/events/,CHEA0004
Information on tankless water heaters,https://www.energy.gov/energysaver/tankless-or-demand-type-water-heaters,CHEE0025
Energy Star Home Tankless Water Heaters,https://www.energystar.gov/products/whole_home_tankless_gas_water_heaters,CHEE0025
Home Depot tankless water heaters,https://www.homedepot.com/b/Plumbing-Water-Heaters-Tankless-Water-Heaters/N-5yc1vZ2fkoqer,CHEE0025
Arlington County Energy Lending Library,https://library.arlingtonva.us/collection/library-of-things/aire-energy-lending-library/,CHEE0008
Alternative Fuels Data Center: Idle Reduction Benefits,"https://afdc.energy.gov/conserve/idle-reduction-benefits#:~:text=Reducing%20vehicle%20idling%20time%20saves,especially%20for%20heavy%2Dduty%20trucks",CHTT0034
Information about Personal Vehicles Idling,https://afdc.energy.gov/files/u/publication/idling_personal_vehicles.pdf,CHTT0034
Which is Greener - to Idle or Not,https://afdc.energy.gov/files/u/publication/which_is_greener.pdf,CHTT0034
Shared Micromobility Devices in Arlington,https://www.arlingtonva.us/Government/Programs/Transportation/Scooters-and-Dockless-Bikeshare,CHTT0020
Active Forms of Transportation and Micromobility,"https://afdc.energy.gov/conserve/active-transportation#:~:text=Bicycles%2C%20electric%20bikes%2C%20wheelchairs%2C,are%20all%20considered%20active%20transportation",CHTT0020
Energy Saver Do It Yourself Savings Project: Insulate Hot Water Pipes,https://www.energystar.gov/saveathome/heating-cooling/duct-sealing/benefits,CHEE0026
Duct Sealing with Energy Star,https://www.energystar.gov/sites/default/files/asset/document/ES_Duct_Sealing_flyer.pdf,CHEE0026
Energy.gov DIY savings project - insulate your water pipes,https://www.energy.gov/energysaver/do-it-yourself-savings-project-insulate-hot-water-pipes,CHEE0026
Treehugger - is it really worth insulating your pipes,https://www.treehugger.com/ask-pablo-it-really-worth-insulating-my-pipes-4858198,CHEE0026
Energy Star Electric Cooking Products,https://www.energystar.gov/products/electric_cooking_products,COEA0011
Earth.org books on climate change 2024,https://earth.org/climate-change-books/,CHEA0008
WaterSense Products - EPA,https://www.epa.gov/watersense/watersense-products,COHH0010
Conserving Water in Arlington,https://www.arlingtonva.us/Government/Programs/Water-Utilities/Water-Conservation-and-Environment-Water-and-Utilities/Conserving-Water,COHH0010
Rewiring America - Plan to Electrify Your Home, https://homes.rewiringamerica.org/personal-electrification-planner ,CHEA0049
Rewiring America - Electrify Everything In Your Home,https://www.rewiringamerica.org/electrify-home-guide,CHEA0049
US Department of Energy - Home Electrification,https://www.energy.gov/scep/home-electrification-and-appliance-rebates,CHEA0049
Raymond James Sustainable Investing Misconceptions vs Reality,https://www.raymondjames.com/chelseacellamare/resources/2021/06/11/sustainable-investing-misconceptions-vs-reality,CHEA0002
Redyoos Jewelry Recycling,https://www.redyoos.com/,CHRU0040
Earth911 on Instagram,https://www.instagram.com/earth911/?hl=en,CHEA0004
The Girl Gone Green on Instagram,https://www.instagram.com/thegirlgonegreen/?hl=en,CHEA0004
World Wildlife Federation - understanding climate change,https://www.worldwildlife.org/stories/weather-vs-climate-understanding-climate-change-through-attribution-science,CHEA0052
EPA - climate and temperature change over time,https://www.epa.gov/climate-indicators/climate-change-indicators-us-and-global-temperature,CHEA0052
EPA Greenhouse gas emissions,https://www.epa.gov/ghgemissions/sources-greenhouse-gas-emissions,CHEA0052
Bullit Center Tours,https://bullittcenter.org/home/tour/,CHEA0053
Climate Pledge Arena Tours,https://www.climatepledgearena.com/tours/,CHEA0053
Seattle Central Library Tours,https://www.spl.org/hours-and-locations/central-library/central-library-highlights/central-library-tours,CHEA0053
NW Green Home Tours,https://nwgreenhometour.org/,CHEA0053
Solar Washington - Community Solar,https://www.solarwa.org/community_solar,CHEA0054
Jefferson Park Community Solar,https://cebrightfutures.org/browse-projects/jefferson-park-community-solar,CHEA0054
Vote.gov,https://vote.gov/,CHEA0055
Vote.org,https://www.vote.org/,CHEA0055
Clean Choice Energy climate voter guide,https://cleanchoiceenergy.com/news/climate-voter-guide,CHEA0055
Nerd Wallet 2024 guide to EV tax credits,https://www.nerdwallet.com/article/taxes/ev-tax-credit-electric-vehicle-tax-credit,CHTT0026
Use low power mode to save battery life on your iphone,https://support.apple.com/en-us/101604,CHEE0027
Android setting to reduce battery usage,https://support.google.com/android/answer/7664692?hl=en,CHEE0027
Does iPhone low power mode really work?,https://bgr.com/tech/iphone-low-power-mode-really-work-video-proof/,CHEE0027
Pact bin locations,https://www.pactcollective.org/locations,CHHW0034
Pact collection guidelines,https://www.pactcollective.org/pact-collection-guidelines,CHHW0034
15% off for GetGreen users at DoneGood,https://d2dxsh04.na1.hs-sales-engage.com/Ctc/RK+23284/d2DXsH04/JkM2-6qcW6N1vHY6lZ3mQW4wdZXv8zp--0W8M1fKp1KGJ9JM4ynL-tgBGrW6fwZ1d1yS1LTW6s1QTy2nf5pnW5W6G1q41MwK3W73c-wk54CQ7sW3yj2GJ5HrpkxW6wcZcx6vRbTvW5PvxbP6F4K-LW8Z9gSk670chGW7ZsPpv36Yl4HVyVqcY5r2QyVW8WmMwZ7l9xQrW3fvlx-6sNQD1W8MLnmQ7F1NPjW5QbThG7FlsqzW5Q7gyz41H6t8N35sWSq_Zm2LW34w3Mh1dCHttW4PFWll6-RXwRW7sGCSx2BGCzwdkBTKd04,CHHW0035
Estimating Appliance and Home Electronic Energy Use,https://www.energy.gov/energysaver/estimating-appliance-and-home-electronic-energy-use,CHEE0008
How to Stop Energy Vampires Attacking Your Home,https://www.energy.gov/energyween,CHEE0008
US Department of Energy Fuel Economy EV Guide,https://www.fueleconomy.gov/feg/evtech.shtml,CHTT0026
Saving Money with Electric Vehicles,https://www.energy.gov/save/electric-vehicles,CHTT0026
Heat Pump Water Heaters,https://www.energy.gov/energysaver/heat-pump-water-heaters,CHEA0056
Energy Star Guide to Heat Pump Water Heaters,https://www.energystar.gov/products/ask-the-experts/what-goes-cost-installing-heat-pump-water-heater,CHEA0056
Wirecutter guide to heat pump water heaters,https://www.nytimes.com/wirecutter/guides/heat-pump-water-heaters/,CHEA0056
Heat Pump Incentives,"https://www.energy.gov/save/home-upgrades#:~:text=For%20geothermal%20heat%20pumps%2C%20the,of%20up%20to%20%248%2C000%2C%20or",COEE0002
Guide to Heat Pumps,https://www.energy.gov/energysaver/heat-pump-systems,COEE0002
EPA guide to Green Teams,https://www.epa.gov/statelocalenergy/csc-tip-sheets-green-teams,CHEA0057
Faith Alliance Guide to Green Teams,https://faithforclimate.org/faith-communities/green-teams/,CHEA0057
Energy Star Guide Work Green Team Checklist,https://www.energystar.gov/buildings/tools-and-resources/bring-your-green-work-green-team-checklist,CHEA0057
Upload information about your conversation,https://docs.google.com/forms/d/e/1FAIpQLSci-XP-lAuCsDNm0zY5bg8b6dd-QRzqYzCjV2z_9vFOii1jVQ/viewform?usp=sharing,CHEA0043
Earth Day Quizzes,https://www.earthday.org/earth-day-quizzes/,CHEA0059
Bloomberg - AI to prop up fossil fuels and slow emissions decline,https://www.bloomberg.com/news/articles/2025-04-15/ai-to-prop-up-fossil-fuels-and-slow-emissions-decline-bnef-says?cmpid=BBD041525_GREENDAILY&utm_medium=email&utm_source=newsletter&utm_term=250415&utm_campaign=greendaily,CHEA0058
Write a letter to your Future Self,https://www.futureme.org/,CHEA0060
Farmforward guide to climate and the environment,https://www.farmforward.com/issues/climate-and-the-environment/?gad_source=1&gbraid=0AAAAADudVfQz1yNNGMJlwArjxKu_gYMWg&gclid=EAIaIQobChMIk7_q0OKCjQMVlh-tBh1VMw8MEAAYASAAEgJVKPD_BwE,CHFD0031
Keep America Beautiful Guide to America Recycles Day,https://kab.org/our-signature-programs/america-recycles-day/,CHEA0019
22 Best Places To Donate New & Gently Used Toys To Kids in Need,https://www.goodgoodgood.co/articles/where-to-donate-toys,CHRU0013
10 Best Plastic-FREE Shampoos & Conditioners (Zero-Waste) 2024,https://sustainability-success.com/best-plastic-free-shampoo-conditioner/,CHHW0021
Everything you need to know about wool dryer balls,https://adropintheoceanshop.com/blogs/blog/wool-dryer-balls,"CHHH0051,CHHH0056"
5 Benefits of Rain Barrels,https://lawnlove.com/blog/benefits-of-rain-barrels/,CHEE0024
"Why Should You Change Your HVAC Air Filters? Health, Energy Efficiency, and Savings",https://palmetto.com/home-electrification/how-to-change-your-hvac-air-filters-health-energy-efficiency-and-savings,CHHH0020
What Should I Unplug To Save Electricity?,"https://www.thegoodelectrician.com/blog/what-should-i-unplug-to-save-electricity/#:~:text=Unplug%20when%20not%20in%20use%20or%20use%20power,cut%20off%20power%20completely%20%26%20reduce%20electricity%20consumption.",CHEE0008
9 Reasons to Buy Used Books,https://www.thriftbooks.com/blog/9-reasons-to-buy-used-books/?msockid=3cb63038885060610b14214589e3616e,CHRU0034
"Where, why, and how should we recycle old smartphones","https://everphone.com/en/blog/recycle-old-smartphones/#:~:text=Here%E2%80%99s%20the%20list%20of%20the%20reasons%20for%20recycling,cash%20when%20you%20recycle%20your%20phone%20More%20items",CHRU0010
How To Install a Home Wind Turbine,https://www.thisoldhouse.com/solar-alternative-energy/21017188/how-to-install-a-home-wind-turbine,COHH0007
What Is Eco Mode and How Does It Work?,https://carfromjapan.com/article/how-eco-mode-work/,CHTT0018
9 Eco-friendly & Sustainable Gift Wrap Ideas for the Holidays,https://www.thehonestconsumer.com/blog/eco-friendly-gift-wrapping-ideas,CHHW0014
What Is a Heat Pump And How Does A Heat Pump Work?,https://www.carrier.com/residential/en/us/products/heat-pumps/what-is-a-heat-pump-how-does-it-work/,COEE0002
Unlock Hidden Costs: Why Leaving Your Roof Box On Could Drain Your Wallet,https://www.globalvillagespace.com/tech/unlock-hidden-costs-why-leaving-your-roof-box-on-could-drain-your-wallet/,CHTT0024
Sky High Sustainability: The Environmental Impacts Of Roof boxes,https://www.awayindia.in/post/environmental-impacts-of-roofboxes,CHTT0024
Where and How to Sell Clothes Online,https://www.nerdwallet.com/article/finance/sell-clothes-online?msockid=22e813007d1364171ba8007b7ca965fc,CHRU0005
World Environment Day: How Ridesharing Helps Our Planet,https://ride.guru/content/newsroom/world-environment-day-how-ridesharing-helps-the-environment,CHTT0003
Air travel and climate change,https://davidsuzuki.org/living-green/air-travel-climate-change/,CHTT0017
The Benefits of Public Transportation: Why It’s More Useful Than Ever Before,https://ecoadvice.org/benefits-of-public-transportation/,CHTT0005
Is It Bad to Leave Your Car Running? What You Need to Know,https://themotorguy.com/is-it-bad-to-leave-your-car-running-what-you-need-to-know/,CHTT0034
"Choosing Used Toys: What’s Okay, What’s Not?",https://toycycle.co/blogs/main/choosing-used-toys,CHRU0001
7 Reasons to Buy Used Books,https://www.worldofbooks.com/blogs/book-nook/seven-reasons-to-buy-used-books,CHRU0034
Composting At Home,https://www.epa.gov/recycle/composting-home,CHRU0012
5 Calls,https://5calls.org/,CHEA0061
350 Seattle,https://350seattle.org/policy-action-team/,CHEA0061
Work On Climate,https://workonclimate.org/,CHEA0062
Terra,https://www.terra.do/,CHEA0062
9Zero,https://9zero.com/,CHEA0062
Vegan in Seatle,https://seattlevegan.com/,CHFD0060
Northwest Veg,https://nwveg.org/recipes,CHFD0060
UpcycleThat,https://upcyclethat.com/,CHRU0041
BuyNothing,https://buynothingproject.org/,CHRU0041
Recompose,https://recompose.life/our-model/#environmental-impact,COHW0002
Charity Navigator,https://www.charitynavigator.org/?c_src=WPAIDSEARCH&gad_source=1&gad_campaignid=18061025916&gbraid=0AAAAADEWVePDpBH7-sN4kATEncKz1QN6d&gclid=Cj0KCQjw64jDBhDXARIsABkk8J6ZyKd_-8QgQCLe3OVo-PLCFO_2TPqnM0VyfF0p-QHDOodh2SuMnwwaAuthEALw_wcB,CHEA0063
Climate Action Network,https://climatenetwork.org/overview/members/,CHEA0063
What is fast fashion?,https://www.mckinsey.com/featured-insights/mckinsey-explainers/what-is-fast-fashion,CHRU0043
Impacts of Fast Fashion,https://www.wri.org/insights/numbers-economic-social-and-environmental-impacts-fast-fashion,CHRU0043
King County Repair Events,https://kingcounty.gov/en/dept/dnrp/waste-services/garbage-recycling-compost/solid-waste-programs/ecoconsumer/repair-events,CHRU0042
How to sew a button,https://www.tiktok.com/@jadethetailor/video/7423125691216055583,CHRU0042
No Buy July,https://bemorewithless.com/how-to-stop-shopping/,CHRU0041
NYTimes Vegetarian Potluck,https://cooking.nytimes.com/68861692-nyt-cooking/4844254-vegetarian-dishes-to-bring-to-a-potluck,CHFD0060
Plastic Free July Audit,https://www.plasticfreejuly.org/get-involved/what-you-can-do/bin-audit/,CHEA0064
PIRG personal waste audit,https://pirg.org/edfund/resources/how-to-do-a-personal-waste-audit/,CHEA0064
Microplastics and laundry,https://www.pbs.org/newshour/science/laundry-is-a-top-source-of-microplastic-pollution-heres-how-to-clean-your-clothes-more-sustainably,CHHH0058
Wattplan - model your solar and EV energy savings,https://www.wattplan.com/,"CHTT0026,CHEA0014,CHEA0047"
On the Mends - Miami-Dade Public Library ,https://mdpls.org/event/13797980,CHRU0042
Earth911 guide to eco friendly sunscreens,https://earth911.com/health/eco-friendly-sunscreens/,CHHW0005
Nature Conservancy on Instagram,https://www.instagram.com/nature_org/,CHEA0004
Climate Reality Project,https://www.instagram.com/climatereality/?hl=en,CHEA0004
